x1 y1 z1 x2 y2 z2 radius R G B time type 
-5.5691 0.5746 -7.7442 -5.6659 0.5999 -7.7416 0.0300 0.5490 0.4902 0.1569 7.2111 2.0000 
-5.6659 0.5999 -7.7416 -5.7625 0.6256 -7.7387 0.0300 0.5490 0.4902 0.1569 7.4129 2.0000 
-5.7625 0.6256 -7.7387 -5.8498 0.6735 -7.7300 0.0300 0.5490 0.4902 0.1569 7.6230 2.0000 
-5.8498 0.6735 -7.7300 -5.9350 0.7034 -7.7293 0.0300 0.5490 0.4902 0.1569 7.8204 2.0000 
-5.9350 0.7034 -7.7293 -6.0280 0.7401 -7.7311 0.0300 0.5490 0.4902 0.1569 8.0483 2.0000 
-6.0280 0.7401 -7.7311 -6.1189 0.7803 -7.7415 0.0300 0.5490 0.4902 0.1569 8.2870 2.0000 
-6.1189 0.7803 -7.7415 -6.2124 0.8141 -7.7526 0.0300 0.5490 0.4902 0.1569 8.5373 2.0000 
-6.2124 0.8141 -7.7526 -6.2994 0.8630 -7.7459 0.0300 0.5490 0.4902 0.1569 8.8006 2.0000 
-6.2994 0.8630 -7.7459 -6.3863 0.9120 -7.7395 0.0300 0.5490 0.4902 0.1569 9.0782 2.0000 
-6.3863 0.9120 -7.7395 -6.4599 0.9505 -7.7254 0.0300 0.5490 0.4902 0.1569 9.3244 2.0000 
-6.4599 0.9505 -7.7254 -6.5497 0.9922 -7.7115 0.0300 0.5490 0.4902 0.1569 9.6330 2.0000 
-6.5497 0.9922 -7.7115 -6.6367 1.0407 -7.7029 0.0300 0.5490 0.4902 0.1569 9.9614 2.0000 
-6.6367 1.0407 -7.7029 -6.7220 1.0928 -7.7000 0.0300 0.5490 0.4902 0.1569 10.3125 2.0000 
-6.7220 1.0928 -7.7000 -6.8005 1.1543 -7.6918 0.0300 0.5490 0.4902 0.1569 10.6895 2.0000 
-6.8005 1.1543 -7.6918 -6.8878 1.2030 -7.6920 0.0300 0.5490 0.4902 0.1569 11.0966 2.0000 
-6.8878 1.2030 -7.6920 -6.9234 1.2227 -7.6926 0.0300 0.5490 0.4902 0.1569 11.2719 2.0000 
-6.9234 1.2227 -7.6926 -7.0119 1.2692 -7.6917 0.0300 0.5490 0.4902 0.1569 11.7305 2.0000 
-7.0119 1.2692 -7.6917 -7.1065 1.2969 -7.7084 0.0300 0.5490 0.4902 0.1569 12.2344 2.0000 
-7.1065 1.2969 -7.7084 -7.2015 1.3247 -7.7226 0.0300 0.5490 0.4902 0.1569 12.7937 2.0000 
-7.2015 1.3247 -7.7226 -7.3006 1.3378 -7.7257 0.0300 0.5490 0.4902 0.1569 13.4219 2.0000 
-7.3006 1.3378 -7.7257 -7.3716 1.3393 -7.7230 0.0300 0.5490 0.4902 0.1569 13.9206 2.0000 
-7.3716 1.3393 -7.7230 -7.4715 1.3411 -7.7192 0.0300 0.5490 0.4902 0.1569 14.7168 2.0000 
-7.4715 1.3411 -7.7192 -7.5688 1.3186 -7.7256 0.0300 0.5490 0.4902 0.1569 15.6607 2.0000 
-7.5688 1.3186 -7.7256 -7.6667 1.3363 -7.7348 0.0300 0.5490 0.4902 0.1569 16.8199 2.0000 
-7.6667 1.3363 -7.7348 -7.7662 1.3469 -7.7342 0.0300 0.5490 0.4902 0.1569 18.3224 2.0000 
-7.7662 1.3469 -7.7342 -7.8661 1.3455 -7.7313 0.0300 0.5490 0.4902 0.1569 20.4615 2.0000 
-7.8661 1.3455 -7.7313 -7.9658 1.3416 -7.7244 0.0300 0.5490 0.4902 0.1569 24.2157 2.0000 
-7.9658 1.3416 -7.7244 -8.0281 1.3399 -7.7231 0.0300 0.5490 0.4902 0.1569 30.0000 2.0000 
-1.3306 0.0074 -7.6255 -1.3185 0.0740 -7.6991 0.0200 0.6275 0.5882 0.1176 2.6522 3.0000 
-1.3185 0.0740 -7.6991 -1.3179 0.0790 -7.7052 0.0200 0.6275 0.5882 0.1176 2.6579 3.0000 
-1.3179 0.0790 -7.7052 -1.2910 0.1420 -7.7781 0.0200 0.6275 0.5882 0.1176 2.7455 3.0000 
-1.2910 0.1420 -7.7781 -1.2648 0.2049 -7.8512 0.0200 0.6275 0.5882 0.1176 2.8841 3.0000 
-1.2648 0.2049 -7.8512 -1.2568 0.2267 -7.8838 0.0200 0.6275 0.5882 0.1176 2.9734 3.0000 
-1.2568 0.2267 -7.8838 -1.2554 0.2836 -7.9533 0.0200 0.6275 0.5882 0.1176 4.2649 3.0000 
-1.3179 0.0790 -7.7052 -1.2284 0.0618 -7.7464 0.0200 0.7843 0.7843 0.0392 2.7877 4.0000 
-1.2284 0.0618 -7.7464 -1.1353 0.0506 -7.7811 0.0200 0.7843 0.7843 0.0392 2.8612 4.0000 
-1.1353 0.0506 -7.7811 -1.0466 0.0386 -7.8258 0.0200 0.7843 0.7843 0.0392 2.9835 4.0000 
-1.0466 0.0386 -7.8258 -0.9593 0.0262 -7.8729 0.0200 0.7843 0.7843 0.0392 3.4554 4.0000 
-0.9593 0.0262 -7.8729 -0.9518 0.0250 -7.8773 0.0200 0.7843 0.7843 0.0392 4.0317 4.0000 
-1.2568 0.2267 -7.8838 -1.1957 0.1797 -7.9476 0.0200 0.7843 0.7843 0.0392 4.3221 4.0000 
-1.1957 0.1797 -7.9476 -1.1480 0.1348 -8.0231 0.0200 0.7843 0.7843 0.0392 4.4047 4.0000 
-1.1480 0.1348 -8.0231 -1.0934 0.0965 -8.0977 0.0200 0.7843 0.7843 0.0392 4.5561 4.0000 
-1.0934 0.0965 -8.0977 -1.0495 0.0657 -8.1578 0.0200 0.7843 0.7843 0.0392 5.5606 4.0000 
-1.8485 0.1559 -7.6663 -1.8925 0.1239 -7.5824 0.0200 0.6275 0.5882 0.1176 3.0973 3.0000 
-1.8925 0.1239 -7.5824 -1.9003 0.1189 -7.5679 0.0200 0.6275 0.5882 0.1176 3.1086 3.0000 
-1.9003 0.1189 -7.5679 -1.9592 0.0707 -7.5030 0.0200 0.6275 0.5882 0.1176 3.1882 3.0000 
-1.9592 0.0707 -7.5030 -2.0190 0.0109 -7.4497 0.0200 0.6275 0.5882 0.1176 3.3124 3.0000 
-2.0190 0.0109 -7.4497 -2.0427 -0.0133 -7.4283 0.0200 0.6275 0.5882 0.1176 3.3908 3.0000 
-2.0427 -0.0133 -7.4283 -2.1006 -0.0832 -7.3974 0.0200 0.6275 0.5882 0.1176 4.5970 3.0000 
-1.9003 0.1189 -7.5679 -1.9066 0.1992 -7.5088 0.0200 0.7843 0.7843 0.0392 3.2386 4.0000 
-1.9066 0.1992 -7.5088 -1.9086 0.2765 -7.4453 0.0200 0.7843 0.7843 0.0392 3.3234 4.0000 
-1.9086 0.2765 -7.4453 -1.9128 0.3601 -7.3906 0.0200 0.7843 0.7843 0.0392 3.5323 4.0000 
-1.9128 0.3601 -7.3906 -1.9132 0.3889 -7.3725 0.0200 0.7843 0.7843 0.0392 4.2362 4.0000 
-2.0427 -0.0133 -7.4283 -2.0463 0.0269 -7.3368 0.0200 0.7843 0.7843 0.0392 4.6654 4.0000 
-2.0463 0.0269 -7.3368 -2.0504 0.0508 -7.2398 0.0200 0.7843 0.7843 0.0392 4.7582 4.0000 
-2.0504 0.0508 -7.2398 -2.0592 0.0684 -7.1418 0.0200 0.7843 0.7843 0.0392 4.9030 4.0000 
-2.0592 0.0684 -7.1418 -2.0686 0.0880 -7.0441 0.0200 0.7843 0.7843 0.0392 5.2522 4.0000 
-2.0686 0.0880 -7.0441 -2.0709 0.0943 -7.0088 0.0200 0.7843 0.7843 0.0392 6.4111 4.0000 
-2.2955 0.2217 -7.7772 -2.3141 0.3095 -7.8213 0.0200 0.6275 0.5882 0.1176 3.5141 3.0000 
-2.3141 0.3095 -7.8213 -2.3148 0.3128 -7.8229 0.0200 0.6275 0.5882 0.1176 3.5162 3.0000 
-2.3148 0.3128 -7.8229 -2.3237 0.4014 -7.8683 0.0200 0.6275 0.5882 0.1176 3.5817 3.0000 
-2.3237 0.4014 -7.8683 -2.3223 0.4946 -7.9048 0.0200 0.6275 0.5882 0.1176 3.6853 3.0000 
-2.3223 0.4946 -7.9048 -2.3301 0.5301 -7.9213 0.0200 0.6275 0.5882 0.1176 3.7523 3.0000 
-2.3301 0.5301 -7.9213 -2.3277 0.6153 -7.9480 0.0200 0.6275 0.5882 0.1176 4.7166 3.0000 
-2.3148 0.3128 -7.8229 -2.3167 0.3900 -7.7593 0.0200 0.7843 0.7843 0.0392 3.6430 4.0000 
-2.3167 0.3900 -7.7593 -2.3211 0.4656 -7.6940 0.0200 0.7843 0.7843 0.0392 3.7508 4.0000 
-2.3211 0.4656 -7.6940 -2.3160 0.5432 -7.6311 0.0200 0.7843 0.7843 0.0392 4.0024 4.0000 
-2.3160 0.5432 -7.6311 -2.3142 0.5738 -7.6062 0.0200 0.7843 0.7843 0.0392 4.9511 4.0000 
-2.3301 0.5301 -7.9213 -2.3089 0.6015 -7.8546 0.0200 0.7843 0.7843 0.0392 4.7841 4.0000 
-2.3089 0.6015 -7.8546 -2.2941 0.6613 -7.7758 0.0200 0.7843 0.7843 0.0392 4.8794 4.0000 
-2.2941 0.6613 -7.7758 -2.2835 0.7207 -7.6961 0.0200 0.7843 0.7843 0.0392 5.0432 4.0000 
-2.2835 0.7207 -7.6961 -2.2678 0.7663 -7.6104 0.0200 0.7843 0.7843 0.0392 6.3292 4.0000 
-2.7438 0.3255 -7.8386 -2.7893 0.3969 -7.8094 0.0200 0.6275 0.5882 0.1176 3.9769 3.0000 
-2.7893 0.3969 -7.8094 -2.8466 0.4661 -7.7655 0.0200 0.6275 0.5882 0.1176 4.0473 3.0000 
-2.8466 0.4661 -7.7655 -2.8548 0.5657 -7.7689 0.0200 0.6275 0.5882 0.1176 4.1569 3.0000 
-2.8548 0.5657 -7.7689 -2.8589 0.6053 -7.7723 0.0200 0.6275 0.5882 0.1176 4.2259 3.0000 
-2.8589 0.6053 -7.7723 -2.8634 0.6991 -7.7980 0.0200 0.6275 0.5882 0.1176 5.3142 3.0000 
-2.7893 0.3969 -7.8094 -2.8680 0.4062 -7.8704 0.0200 0.7843 0.7843 0.0392 4.1001 4.0000 
-2.8680 0.4062 -7.8704 -2.9474 0.4037 -7.9311 0.0200 0.7843 0.7843 0.0392 4.1822 4.0000 
-2.9474 0.4037 -7.9311 -3.0280 0.3988 -7.9901 0.0200 0.7843 0.7843 0.0392 4.3494 4.0000 
-3.0280 0.3988 -7.9901 -3.0681 0.3916 -8.0324 0.0200 0.7843 0.7843 0.0392 5.2062 4.0000 
-2.8589 0.6053 -7.7723 -2.7926 0.6661 -7.7285 0.0200 0.7843 0.7843 0.0392 5.3761 4.0000 
-2.7926 0.6661 -7.7285 -2.7285 0.7228 -7.6768 0.0200 0.7843 0.7843 0.0392 5.4705 4.0000 
-2.7285 0.7228 -7.6768 -2.6660 0.7805 -7.6242 0.0200 0.7843 0.7843 0.0392 5.6778 4.0000 
-2.6660 0.7805 -7.6242 -2.6396 0.8079 -7.5965 0.0200 0.7843 0.7843 0.0392 6.5722 4.0000 
-3.2237 0.4341 -7.6971 -3.2495 0.4686 -7.6069 0.0200 0.6275 0.5882 0.1176 4.5680 3.0000 
-3.2495 0.4686 -7.6069 -3.2524 0.4755 -7.5940 0.0200 0.6275 0.5882 0.1176 4.5800 3.0000 
-3.2524 0.4755 -7.5940 -3.2768 0.5239 -7.5099 0.0200 0.6275 0.5882 0.1176 4.6788 3.0000 
-3.2768 0.5239 -7.5099 -3.3135 0.5702 -7.4292 0.0200 0.6275 0.5882 0.1176 4.8363 3.0000 
-3.3135 0.5702 -7.4292 -3.3308 0.5896 -7.3988 0.0200 0.6275 0.5882 0.1176 4.9391 3.0000 
-3.3308 0.5896 -7.3988 -3.3702 0.6345 -7.3366 0.0200 0.6275 0.5882 0.1176 6.3634 3.0000 
-3.2524 0.4755 -7.5940 -3.3354 0.4431 -7.5485 0.0200 0.7843 0.7843 0.0392 4.7183 4.0000 
-3.3354 0.4431 -7.5485 -3.4179 0.4127 -7.5010 0.0200 0.7843 0.7843 0.0392 4.8004 4.0000 
-3.4179 0.4127 -7.5010 -3.4912 0.3751 -7.4442 0.0200 0.7843 0.7843 0.0392 4.9633 4.0000 
-3.4912 0.3751 -7.4442 -3.5369 0.3512 -7.4076 0.0200 0.7843 0.7843 0.0392 5.8496 4.0000 
-3.3308 0.5896 -7.3988 -3.4113 0.6371 -7.4345 0.0200 0.7843 0.7843 0.0392 6.4246 4.0000 
-3.4113 0.6371 -7.4345 -3.4914 0.6851 -7.4702 0.0200 0.7843 0.7843 0.0392 6.5108 4.0000 
-3.4914 0.6851 -7.4702 -3.5694 0.7346 -7.5083 0.0200 0.7843 0.7843 0.0392 6.6580 4.0000 
-3.5694 0.7346 -7.5083 -3.6449 0.7893 -7.5446 0.0200 0.7843 0.7843 0.0392 7.8321 4.0000 
-3.6449 0.7893 -7.5446 -3.6450 0.7894 -7.5447 0.0200 0.7843 0.7843 0.0392 7.8321 4.0000 
-3.6116 0.5519 -7.6272 -3.6535 0.5976 -7.7057 0.0200 0.6275 0.5882 0.1176 5.0490 3.0000 
-3.6535 0.5976 -7.7057 -3.6550 0.5990 -7.7081 0.0200 0.6275 0.5882 0.1176 5.0508 3.0000 
-3.6550 0.5990 -7.7081 -3.6802 0.6371 -7.7971 0.0200 0.6275 0.5882 0.1176 5.1157 3.0000 
-3.6802 0.6371 -7.7971 -3.6770 0.6760 -7.8892 0.0200 0.6275 0.5882 0.1176 5.2173 3.0000 
-3.6770 0.6760 -7.8892 -3.6748 0.6934 -7.9251 0.0200 0.6275 0.5882 0.1176 5.2818 3.0000 
-3.6748 0.6934 -7.9251 -3.6750 0.7320 -8.0113 0.0200 0.6275 0.5882 0.1176 6.2636 3.0000 
-3.6550 0.5990 -7.7081 -3.5844 0.5971 -7.7790 0.0200 0.7843 0.7843 0.0392 5.1644 4.0000 
-3.5844 0.5971 -7.7790 -3.5199 0.5890 -7.8550 0.0200 0.7843 0.7843 0.0392 5.2444 4.0000 
-3.5199 0.5890 -7.8550 -3.4572 0.5898 -7.9329 0.0200 0.7843 0.7843 0.0392 5.4136 4.0000 
-3.4572 0.5898 -7.9329 -3.4238 0.5874 -7.9734 0.0200 0.7843 0.7843 0.0392 6.2080 4.0000 
-3.6748 0.6934 -7.9251 -3.5868 0.6988 -7.9722 0.0200 0.7843 0.7843 0.0392 6.3122 4.0000 
-3.5868 0.6988 -7.9722 -3.4984 0.7031 -8.0189 0.0200 0.7843 0.7843 0.0392 6.3836 4.0000 
-3.4984 0.7031 -8.0189 -3.4069 0.7036 -8.0591 0.0200 0.7843 0.7843 0.0392 6.5212 4.0000 
-3.4069 0.7036 -8.0591 -3.3450 0.7088 -8.0896 0.0200 0.7843 0.7843 0.0392 7.3261 4.0000 
-4.1476 0.5309 -7.6169 -4.1914 0.5111 -7.7024 0.0200 0.6275 0.5882 0.1176 5.8119 3.0000 
-4.1914 0.5111 -7.7024 -4.2283 0.5309 -7.7932 0.0200 0.6275 0.5882 0.1176 5.8969 3.0000 
-4.2283 0.5309 -7.7932 -4.2782 0.5510 -7.8775 0.0200 0.6275 0.5882 0.1176 6.0289 3.0000 
-4.2782 0.5510 -7.8775 -4.2992 0.5573 -7.9109 0.0200 0.6275 0.5882 0.1176 6.1119 3.0000 
-4.2992 0.5573 -7.9109 -4.3300 0.5440 -8.0030 0.0200 0.6275 0.5882 0.1176 7.4237 3.0000 
-4.1914 0.5111 -7.7024 -4.1846 0.4192 -7.7415 0.0200 0.7843 0.7843 0.0392 5.9520 4.0000 
-4.1846 0.4192 -7.7415 -4.1788 0.3275 -7.7808 0.0200 0.7843 0.7843 0.0392 6.0342 4.0000 
-4.1788 0.3275 -7.7808 -4.1796 0.2337 -7.8155 0.0200 0.7843 0.7843 0.0392 6.1832 4.0000 
-4.1796 0.2337 -7.8155 -4.1820 0.1557 -7.8445 0.0200 0.7843 0.7843 0.0392 7.1989 4.0000 
-4.2992 0.5573 -7.9109 -4.3103 0.6562 -7.9203 0.0200 0.7843 0.7843 0.0392 7.4801 4.0000 
-4.3103 0.6562 -7.9203 -4.3256 0.7544 -7.9320 0.0200 0.7843 0.7843 0.0392 7.5607 4.0000 
-4.3256 0.7544 -7.9320 -4.3401 0.8519 -7.9485 0.0200 0.7843 0.7843 0.0392 7.7032 4.0000 
-4.3401 0.8519 -7.9485 -4.3501 0.9406 -7.9573 0.0200 0.7843 0.7843 0.0392 8.7381 4.0000 
-4.5975 0.5335 -7.6659 -4.6075 0.6080 -7.7246 0.0200 0.6275 0.5882 0.1176 6.5385 3.0000 
-4.6075 0.6080 -7.7246 -4.6240 0.6787 -7.7934 0.0200 0.6275 0.5882 0.1176 6.6215 3.0000 
-4.6240 0.6787 -7.7934 -4.6463 0.7340 -7.8737 0.0200 0.6275 0.5882 0.1176 6.7486 3.0000 
-4.6463 0.7340 -7.8737 -4.6549 0.7564 -7.9057 0.0200 0.6275 0.5882 0.1176 6.8269 3.0000 
-4.6549 0.7564 -7.9057 -4.6807 0.7861 -7.9976 0.0200 0.6275 0.5882 0.1176 7.5639 3.0000 
-4.6807 0.7861 -7.9976 -4.6820 0.7876 -8.0022 0.0200 0.6275 0.5882 0.1176 8.1540 3.0000 
-4.6075 0.6080 -7.7246 -4.5831 0.6974 -7.6872 0.0200 0.7843 0.7843 0.0392 6.6869 4.0000 
-4.5831 0.6974 -7.6872 -4.5639 0.7869 -7.6469 0.0200 0.7843 0.7843 0.0392 6.7711 4.0000 
-4.5639 0.7869 -7.6469 -4.5558 0.8806 -7.6127 0.0200 0.7843 0.7843 0.0392 6.9109 4.0000 
-4.5558 0.8806 -7.6127 -4.5483 0.9774 -7.5889 0.0200 0.7843 0.7843 0.0392 7.4357 4.0000 
-4.5483 0.9774 -7.5889 -4.5476 0.9867 -7.5864 0.0200 0.7843 0.7843 0.0392 8.1170 4.0000 
-4.6549 0.7564 -7.9057 -4.7420 0.8055 -7.9035 0.0200 0.7843 0.7843 0.0392 8.2111 4.0000 
-4.7420 0.8055 -7.9035 -4.8313 0.8502 -7.9077 0.0200 0.7843 0.7843 0.0392 8.2937 4.0000 
-4.8313 0.8502 -7.9077 -4.9183 0.8995 -7.9107 0.0200 0.7843 0.7843 0.0392 8.4452 4.0000 
-4.9183 0.8995 -7.9107 -4.9880 0.9388 -7.9130 0.0200 0.7843 0.7843 0.0392 9.4452 4.0000 
-5.0515 0.5678 -7.7399 -5.0832 0.4899 -7.6978 0.0200 0.6275 0.5882 0.1176 7.3989 3.0000 
-5.0832 0.4899 -7.6978 -5.1159 0.4087 -7.6495 0.0200 0.6275 0.5882 0.1176 7.4735 3.0000 
-5.1159 0.4087 -7.6495 -5.1193 0.3114 -7.6264 0.0200 0.6275 0.5882 0.1176 7.5903 3.0000 
-5.1193 0.3114 -7.6264 -5.1209 0.2726 -7.6169 0.0200 0.6275 0.5882 0.1176 7.6643 3.0000 
-5.1209 0.2726 -7.6169 -5.1108 0.1848 -7.5821 0.0200 0.6275 0.5882 0.1176 8.8017 3.0000 
-5.0832 0.4899 -7.6978 -5.0889 0.4288 -7.7768 0.0200 0.7843 0.7843 0.0392 7.5194 4.0000 
-5.0889 0.4288 -7.7768 -5.0993 0.3662 -7.8541 0.0200 0.7843 0.7843 0.0392 7.5908 4.0000 
-5.0993 0.3662 -7.8541 -5.1086 0.3053 -7.9328 0.0200 0.7843 0.7843 0.0392 7.7153 4.0000 
-5.1086 0.3053 -7.9328 -5.1124 0.2487 -8.0079 0.0200 0.7843 0.7843 0.0392 8.6561 4.0000 
-5.1209 0.2726 -7.6169 -5.1759 0.2553 -7.5353 0.0200 0.7843 0.7843 0.0392 8.8557 4.0000 
-5.1759 0.2553 -7.5353 -5.2285 0.2362 -7.4523 0.0200 0.7843 0.7843 0.0392 8.9334 4.0000 
-5.2285 0.2362 -7.4523 -5.2783 0.2118 -7.3692 0.0200 0.7843 0.7843 0.0392 9.0748 4.0000 
-5.2783 0.2118 -7.3692 -5.3096 0.1869 -7.2971 0.0200 0.7843 0.7843 0.0392 10.0305 4.0000 
-5.3734 0.5444 -7.7638 -5.4160 0.5803 -7.6854 0.0200 0.6275 0.5882 0.1176 8.1102 3.0000 
-5.4160 0.5803 -7.6854 -5.4647 0.6151 -7.6053 0.0200 0.6275 0.5882 0.1176 8.1914 3.0000 
-5.4647 0.6151 -7.6053 -5.5346 0.6230 -7.5341 0.0200 0.6275 0.5882 0.1176 8.3174 3.0000 
-5.5346 0.6230 -7.5341 -5.5623 0.6243 -7.5054 0.0200 0.6275 0.5882 0.1176 8.3963 3.0000 
-5.5623 0.6243 -7.5054 -5.6412 0.6352 -7.4472 0.0200 0.6275 0.5882 0.1176 9.6546 3.0000 
-5.4160 0.5803 -7.6854 -5.4637 0.5176 -7.6238 0.0200 0.7843 0.7843 0.0392 8.2503 4.0000 
-5.4637 0.5176 -7.6238 -5.5170 0.4581 -7.5636 0.0200 0.7843 0.7843 0.0392 8.3380 4.0000 
-5.5170 0.4581 -7.5636 -5.5703 0.3986 -7.5035 0.0200 0.7843 0.7843 0.0392 8.5028 4.0000 
-5.5703 0.3986 -7.5035 -5.6045 0.3544 -7.4542 0.0200 0.7843 0.7843 0.0392 9.5284 4.0000 
-5.5623 0.6243 -7.5054 -5.6223 0.5442 -7.5059 0.0200 0.7843 0.7843 0.0392 9.7066 4.0000 
-5.6223 0.5442 -7.5059 -5.6776 0.4610 -7.5084 0.0200 0.7843 0.7843 0.0392 9.7799 4.0000 
-5.6776 0.4610 -7.5084 -5.7404 0.3832 -7.5118 0.0200 0.7843 0.7843 0.0392 9.9055 4.0000 
-5.7404 0.3832 -7.5118 -5.8053 0.3079 -7.5188 0.0200 0.7843 0.7843 0.0392 10.9024 4.0000 
-5.9350 0.7034 -7.7293 -5.9871 0.6974 -7.8145 0.0200 0.6275 0.5882 0.1176 9.7146 3.0000 
-5.9871 0.6974 -7.8145 -5.9934 0.6969 -7.8246 0.0200 0.6275 0.5882 0.1176 9.7225 3.0000 
-5.9934 0.6969 -7.8246 -6.0299 0.7028 -7.9175 0.0200 0.6275 0.5882 0.1176 9.8028 3.0000 
-6.0299 0.7028 -7.9175 -6.0426 0.7459 -8.0069 0.0200 0.6275 0.5882 0.1176 9.9299 3.0000 
-6.0426 0.7459 -8.0069 -6.0449 0.7607 -8.0440 0.0200 0.6275 0.5882 0.1176 10.0120 3.0000 
-6.0449 0.7607 -8.0440 -6.0533 0.8197 -8.1105 0.0200 0.6275 0.5882 0.1176 11.1896 3.0000 
-5.9934 0.6969 -7.8246 -6.0643 0.6264 -7.8229 0.0200 0.7843 0.7843 0.0392 9.8505 4.0000 
-6.0643 0.6264 -7.8229 -6.1362 0.5569 -7.8234 0.0200 0.7843 0.7843 0.0392 9.9288 4.0000 
-6.1362 0.5569 -7.8234 -6.2071 0.4863 -7.8233 0.0200 0.7843 0.7843 0.0392 10.0509 4.0000 
-6.2071 0.4863 -7.8233 -6.2810 0.4207 -7.8382 0.0200 0.7843 0.7843 0.0392 10.3428 4.0000 
-6.2810 0.4207 -7.8382 -6.3087 0.3976 -7.8464 0.0200 0.7843 0.7843 0.0392 11.3300 4.0000 
-6.0449 0.7607 -8.0440 -5.9508 0.7659 -8.0774 0.0200 0.7843 0.7843 0.0392 11.2437 4.0000 
-5.9508 0.7659 -8.0774 -5.8572 0.7670 -8.1124 0.0200 0.7843 0.7843 0.0392 11.3173 4.0000 
-5.8572 0.7670 -8.1124 -5.7637 0.7669 -8.1479 0.0200 0.7843 0.7843 0.0392 11.4331 4.0000 
-5.7637 0.7669 -8.1479 -5.6732 0.7655 -8.1905 0.0200 0.7843 0.7843 0.0392 11.7239 4.0000 
-5.6732 0.7655 -8.1905 -5.6450 0.7638 -8.2056 0.0200 0.7843 0.7843 0.0392 12.6089 4.0000 
-6.4599 0.9505 -7.7254 -6.4603 1.0425 -7.7645 0.0200 0.6275 0.5882 0.1176 12.0382 3.0000 
-6.4603 1.0425 -7.7645 -6.4605 1.0499 -7.7687 0.0200 0.6275 0.5882 0.1176 12.0436 3.0000 
-6.4605 1.0499 -7.7687 -6.4595 1.1469 -7.7931 0.0200 0.6275 0.5882 0.1176 12.1193 3.0000 
-6.4595 1.1469 -7.7931 -6.4577 1.2468 -7.7906 0.0200 0.6275 0.5882 0.1176 12.2336 3.0000 
-6.4577 1.2468 -7.7906 -6.4627 1.2845 -7.7780 0.0200 0.6275 0.5882 0.1176 12.3026 3.0000 
-6.4627 1.2845 -7.7780 -6.4806 1.3826 -7.7708 0.0200 0.6275 0.5882 0.1176 12.8020 3.0000 
-6.4806 1.3826 -7.7708 -6.4829 1.3948 -7.7700 0.0200 0.6275 0.5882 0.1176 13.5485 3.0000 
-6.4605 1.0499 -7.7687 -6.3973 1.0298 -7.8435 0.0200 0.7843 0.7843 0.0392 12.1878 4.0000 
-6.3973 1.0298 -7.8435 -6.3292 1.0039 -7.9120 0.0200 0.7843 0.7843 0.0392 12.2714 4.0000 
-6.3292 1.0039 -7.9120 -6.2731 0.9846 -7.9925 0.0200 0.7843 0.7843 0.0392 12.4310 4.0000 
-6.2731 0.9846 -7.9925 -6.2363 0.9711 -8.0518 0.0200 0.7843 0.7843 0.0392 13.3863 4.0000 
-6.4627 1.2845 -7.7780 -6.5475 1.3339 -7.7969 0.0200 0.7843 0.7843 0.0392 13.6167 4.0000 
-6.5475 1.3339 -7.7969 -6.6299 1.3861 -7.8191 0.0200 0.7843 0.7843 0.0392 13.7069 4.0000 
-6.6299 1.3861 -7.8191 -6.7141 1.4329 -7.8459 0.0200 0.7843 0.7843 0.0392 13.8403 4.0000 
-6.7141 1.4329 -7.8459 -6.7936 1.4882 -7.8708 0.0200 0.7843 0.7843 0.0392 14.1025 4.0000 
-6.7936 1.4882 -7.8708 -6.8454 1.5241 -7.8870 0.0200 0.7843 0.7843 0.0392 15.4941 4.0000 
-6.9234 1.2227 -7.6926 -6.9714 1.2222 -7.6049 0.0200 0.6275 0.5882 0.1176 15.9468 3.0000 
-6.9714 1.2222 -7.6049 -6.9721 1.2222 -7.6037 0.0200 0.6275 0.5882 0.1176 15.9478 3.0000 
-6.9721 1.2222 -7.6037 -6.9877 1.2112 -7.5055 0.0200 0.6275 0.5882 0.1176 16.0357 3.0000 
-6.9877 1.2112 -7.5055 -7.0194 1.1754 -7.4177 0.0200 0.6275 0.5882 0.1176 16.1728 3.0000 
-7.0194 1.1754 -7.4177 -7.0339 1.1625 -7.3827 0.0200 0.6275 0.5882 0.1176 16.2591 3.0000 
-7.0339 1.1625 -7.3827 -7.0743 1.1339 -7.2996 0.0200 0.6275 0.5882 0.1176 17.6062 3.0000 
-6.9721 1.2222 -7.6037 -6.9282 1.1580 -7.5408 0.0200 0.7843 0.7843 0.0392 16.0860 4.0000 
-6.9282 1.1580 -7.5408 -6.9035 1.0829 -7.4795 0.0200 0.7843 0.7843 0.0392 16.1594 4.0000 
-6.9035 1.0829 -7.4795 -6.8760 1.0036 -7.4251 0.0200 0.7843 0.7843 0.0392 16.2759 4.0000 
-6.8760 1.0036 -7.4251 -6.8739 0.9242 -7.3644 0.0200 0.7843 0.7843 0.0392 16.5832 4.0000 
-6.8739 0.9242 -7.3644 -6.8736 0.9019 -7.3477 0.0200 0.7843 0.7843 0.0392 17.4258 4.0000 
-7.0339 1.1625 -7.3827 -6.9616 1.1192 -7.3289 0.0200 0.7843 0.7843 0.0392 17.6604 4.0000 
-6.9616 1.1192 -7.3289 -6.8864 1.0781 -7.2774 0.0200 0.7843 0.7843 0.0392 17.7346 4.0000 
-6.8864 1.0781 -7.2774 -6.8109 1.0371 -7.2262 0.0200 0.7843 0.7843 0.0392 17.8529 4.0000 
