x1 y1 z1 x2 y2 z2 radius R G B time type 
-1.8590 -0.5742 -16.3621 -1.9396 -0.5699 -16.4211 0.0200 0.6275 0.5882 0.1176 8.6716 3.0000 
-1.9396 -0.5699 -16.4211 -1.9734 -0.5667 -16.4423 0.0200 0.6275 0.5882 0.1176 8.7533 3.0000 
-1.9734 -0.5667 -16.4423 -2.0520 -0.5601 -16.5009 0.0200 0.6275 0.5882 0.1176 10.0563 3.0000 
-1.7769 -0.5826 -16.3056 -1.8498 -0.5287 -16.2636 0.0200 0.7843 0.7843 0.0392 8.5875 4.0000 
-1.8498 -0.5287 -16.2636 -1.9239 -0.4754 -16.2227 0.0200 0.7843 0.7843 0.0392 8.6536 4.0000 
-1.9239 -0.4754 -16.2227 -1.9958 -0.4201 -16.1805 0.0200 0.7843 0.7843 0.0392 8.7618 4.0000 
-1.9958 -0.4201 -16.1805 -2.0702 -0.3669 -16.1403 0.0200 0.7843 0.7843 0.0392 9.1142 4.0000 
-2.0702 -0.3669 -16.1403 -2.0816 -0.3589 -16.1347 0.0200 0.7843 0.7843 0.0392 9.7353 4.0000 
-1.9734 -0.5667 -16.4423 -2.0375 -0.5058 -16.3956 0.0200 0.7843 0.7843 0.0392 10.1089 4.0000 
-2.0375 -0.5058 -16.3956 -2.1154 -0.4565 -16.3571 0.0200 0.7843 0.7843 0.0392 10.1824 4.0000 
-2.1154 -0.4565 -16.3571 -2.2028 -0.4154 -16.3309 0.0200 0.7843 0.7843 0.0392 10.3056 4.0000 
-2.2028 -0.4154 -16.3309 -2.2896 -0.3711 -16.3089 0.0200 0.7843 0.7843 0.0392 10.8191 4.0000 
-2.2896 -0.3711 -16.3089 -2.2955 -0.3679 -16.3074 0.0200 0.7843 0.7843 0.0392 11.3439 4.0000 
-1.8880 -1.0997 -16.1729 -1.8806 -1.1349 -16.0836 0.0200 0.6275 0.5882 0.1176 9.1370 3.0000 
-1.8806 -1.1349 -16.0836 -1.9026 -1.1925 -16.0048 0.0200 0.6275 0.5882 0.1176 9.2165 3.0000 
-1.9026 -1.1925 -16.0048 -1.9216 -1.2834 -15.9678 0.0200 0.6275 0.5882 0.1176 9.3405 3.0000 
-1.9216 -1.2834 -15.9678 -1.9325 -1.3193 -15.9539 0.0200 0.6275 0.5882 0.1176 9.4190 3.0000 
-1.9325 -1.3193 -15.9539 -1.9508 -1.4098 -15.9290 0.0200 0.6275 0.5882 0.1176 10.6322 3.0000 
-1.8806 -1.1349 -16.0836 -1.8757 -1.0567 -16.0215 0.0200 0.7843 0.7843 0.0392 9.2635 4.0000 
-1.8757 -1.0567 -16.0215 -1.8771 -0.9794 -15.9581 0.0200 0.7843 0.7843 0.0392 9.3357 4.0000 
-1.8771 -0.9794 -15.9581 -1.8784 -0.9018 -15.8950 0.0200 0.7843 0.7843 0.0392 9.4594 4.0000 
-1.8784 -0.9018 -15.8950 -1.8883 -0.8240 -15.8343 0.0200 0.7843 0.7843 0.0392 10.4377 4.0000 
-1.9325 -1.3193 -15.9539 -1.8680 -1.3613 -15.8901 0.0200 0.7843 0.7843 0.0392 10.7034 4.0000 
-1.8680 -1.3613 -15.8901 -1.7939 -1.3931 -15.8310 0.0200 0.7843 0.7843 0.0392 10.8059 4.0000 
-1.7939 -1.3931 -15.8310 -1.7166 -1.4214 -15.7742 0.0200 0.7843 0.7843 0.0392 10.9912 4.0000 
-1.7166 -1.4214 -15.7742 -1.6492 -1.4486 -15.7327 0.0200 0.7843 0.7843 0.0392 12.2607 4.0000 
-2.4029 -1.6540 -16.2247 -2.4633 -1.6451 -16.1567 0.0200 0.6275 0.5882 0.1176 10.2613 3.0000 
-2.4633 -1.6451 -16.1567 -2.5496 -1.6418 -16.1063 0.0200 0.6275 0.5882 0.1176 10.3473 3.0000 
-2.5496 -1.6418 -16.1063 -2.6332 -1.6145 -16.0587 0.0200 0.6275 0.5882 0.1176 10.4814 3.0000 
-2.6332 -1.6145 -16.0587 -2.6704 -1.6098 -16.0449 0.0200 0.6275 0.5882 0.1176 10.5661 3.0000 
-2.6704 -1.6098 -16.0449 -2.7562 -1.5944 -16.0045 0.0200 0.6275 0.5882 0.1176 11.8837 3.0000 
-2.4633 -1.6451 -16.1567 -2.5093 -1.7291 -16.1278 0.0200 0.7843 0.7843 0.0392 10.4181 4.0000 
-2.5093 -1.7291 -16.1278 -2.5596 -1.8103 -16.0981 0.0200 0.7843 0.7843 0.0392 10.5244 4.0000 
-2.5596 -1.8103 -16.0981 -2.6110 -1.8873 -16.0605 0.0200 0.7843 0.7843 0.0392 10.7099 4.0000 
-2.6110 -1.8873 -16.0605 -2.6550 -1.9556 -16.0138 0.0200 0.7843 0.7843 0.0392 12.1078 4.0000 
-2.6704 -1.6098 -16.0449 -2.6995 -1.6899 -15.9926 0.0200 0.7843 0.7843 0.0392 11.9339 4.0000 
-2.6995 -1.6899 -15.9926 -2.7242 -1.7694 -15.9371 0.0200 0.7843 0.7843 0.0392 12.0020 4.0000 
-2.7242 -1.7694 -15.9371 -2.7535 -1.8509 -15.8872 0.0200 0.7843 0.7843 0.0392 12.1087 4.0000 
-2.7535 -1.8509 -15.8872 -2.8044 -1.9262 -15.8453 0.0200 0.7843 0.7843 0.0392 12.3707 4.0000 
-2.8044 -1.9262 -15.8453 -2.8220 -1.9523 -15.8321 0.0200 0.7843 0.7843 0.0392 13.2072 4.0000 
-2.8032 -1.9028 -16.2616 -2.8420 -1.9002 -16.3537 0.0200 0.6275 0.5882 0.1176 11.0799 3.0000 
-2.8420 -1.9002 -16.3537 -2.8423 -1.9001 -16.3546 0.0200 0.6275 0.5882 0.1176 11.0805 3.0000 
-2.8423 -1.9001 -16.3546 -2.8867 -1.8914 -16.4438 0.0200 0.6275 0.5882 0.1176 11.1481 3.0000 
-2.8867 -1.8914 -16.4438 -2.9741 -1.8884 -16.4924 0.0200 0.6275 0.5882 0.1176 11.2526 3.0000 
-2.9741 -1.8884 -16.4924 -3.0067 -1.8848 -16.5152 0.0200 0.6275 0.5882 0.1176 11.3177 3.0000 
-3.0067 -1.8848 -16.5152 -3.0746 -1.9111 -16.5837 0.0200 0.6275 0.5882 0.1176 12.2304 3.0000 
-3.0746 -1.9111 -16.5837 -3.0752 -1.9114 -16.5844 0.0200 0.6275 0.5882 0.1176 12.3759 3.0000 
-2.8423 -1.9001 -16.3546 -2.8257 -1.8070 -16.3870 0.0200 0.7843 0.7843 0.0392 11.2076 4.0000 
-2.8257 -1.8070 -16.3870 -2.8071 -1.7162 -16.4244 0.0200 0.7843 0.7843 0.0392 11.2946 4.0000 
-2.8071 -1.7162 -16.4244 -2.7897 -1.6255 -16.4629 0.0200 0.7843 0.7843 0.0392 11.4665 4.0000 
-2.7897 -1.6255 -16.4629 -2.7829 -1.5661 -16.4861 0.0200 0.7843 0.7843 0.0392 12.4123 4.0000 
-3.0067 -1.8848 -16.5152 -3.0703 -1.9562 -16.4859 0.0200 0.7843 0.7843 0.0392 12.4425 4.0000 
-3.0703 -1.9562 -16.4859 -3.1287 -2.0311 -16.4545 0.0200 0.7843 0.7843 0.0392 12.5362 4.0000 
-3.1287 -2.0311 -16.4545 -3.1911 -2.1027 -16.4233 0.0200 0.7843 0.7843 0.0392 12.6953 4.0000 
-3.1911 -2.1027 -16.4233 -3.2514 -2.1736 -16.3867 0.0200 0.7843 0.7843 0.0392 13.6057 4.0000 
-3.2514 -2.1736 -16.3867 -3.2526 -2.1751 -16.3860 0.0200 0.7843 0.7843 0.0392 13.9850 4.0000 
-3.2837 -2.2272 -16.2267 -3.2805 -2.2856 -16.3078 0.0200 0.6275 0.5882 0.1176 12.3096 3.0000 
-3.2805 -2.2856 -16.3078 -3.2802 -2.2916 -16.3170 0.0200 0.6275 0.5882 0.1176 12.3159 3.0000 
-3.2802 -2.2916 -16.3170 -3.2882 -2.3265 -16.4104 0.0200 0.6275 0.5882 0.1176 12.3835 3.0000 
-3.2882 -2.3265 -16.4104 -3.2874 -2.3523 -16.5070 0.0200 0.6275 0.5882 0.1176 12.4849 3.0000 
-3.2874 -2.3523 -16.5070 -3.2882 -2.3611 -16.5460 0.0200 0.6275 0.5882 0.1176 12.5453 3.0000 
-3.2882 -2.3611 -16.5460 -3.2872 -2.3812 -16.6439 0.0200 0.6275 0.5882 0.1176 12.9386 3.0000 
-3.2872 -2.3812 -16.6439 -3.2835 -2.3860 -16.6602 0.0200 0.6275 0.5882 0.1176 13.6837 3.0000 
-3.2802 -2.2916 -16.3170 -3.1898 -2.3288 -16.3379 0.0200 0.7843 0.7843 0.0392 12.4549 4.0000 
-3.1898 -2.3288 -16.3379 -3.1033 -2.3783 -16.3459 0.0200 0.7843 0.7843 0.0392 12.5346 4.0000 
-3.1033 -2.3783 -16.3459 -3.0178 -2.4289 -16.3576 0.0200 0.7843 0.7843 0.0392 12.6691 4.0000 
-3.0178 -2.4289 -16.3576 -2.9371 -2.4853 -16.3751 0.0200 0.7843 0.7843 0.0392 13.2950 4.0000 
-2.9371 -2.4853 -16.3751 -2.9333 -2.4878 -16.3759 0.0200 0.7843 0.7843 0.0392 13.7830 4.0000 
-3.2882 -2.3611 -16.5460 -3.3019 -2.4596 -16.5572 0.0200 0.7843 0.7843 0.0392 13.7385 4.0000 
-3.3019 -2.4596 -16.5572 -3.3210 -2.5569 -16.5701 0.0200 0.7843 0.7843 0.0392 13.8104 4.0000 
-3.3210 -2.5569 -16.5701 -3.3410 -2.6538 -16.5842 0.0200 0.7843 0.7843 0.0392 13.9150 4.0000 
-3.3410 -2.6538 -16.5842 -3.3573 -2.7509 -16.6016 0.0200 0.7843 0.7843 0.0392 14.1100 4.0000 
-3.3573 -2.7509 -16.6016 -3.3779 -2.8230 -16.6155 0.0200 0.7843 0.7843 0.0392 15.2903 4.0000 
-3.7454 -2.5650 -16.1577 -3.7196 -2.6507 -16.1965 0.0200 0.6275 0.5882 0.1176 13.9016 3.0000 
-3.7196 -2.6507 -16.1965 -3.6886 -2.7246 -16.2562 0.0200 0.6275 0.5882 0.1176 13.9840 3.0000 
-3.6886 -2.7246 -16.2562 -3.6508 -2.7936 -16.3181 0.0200 0.6275 0.5882 0.1176 14.1113 3.0000 
-3.6508 -2.7936 -16.3181 -3.6439 -2.8197 -16.3476 0.0200 0.6275 0.5882 0.1176 14.1906 3.0000 
-3.6439 -2.8197 -16.3476 -3.6159 -2.8861 -16.4169 0.0200 0.6275 0.5882 0.1176 15.3214 3.0000 
-3.6159 -2.8861 -16.4169 -3.6157 -2.8867 -16.4175 0.0200 0.6275 0.5882 0.1176 15.4815 3.0000 
-3.7196 -2.6507 -16.1965 -3.7929 -2.7068 -16.2350 0.0200 0.7843 0.7843 0.0392 14.0373 4.0000 
-3.7929 -2.7068 -16.2350 -3.8697 -2.7610 -16.2693 0.0200 0.7843 0.7843 0.0392 14.1101 4.0000 
-3.8697 -2.7610 -16.2693 -3.9505 -2.8070 -16.3059 0.0200 0.7843 0.7843 0.0392 14.2304 4.0000 
-3.9505 -2.8070 -16.3059 -4.0332 -2.8503 -16.3418 0.0200 0.7843 0.7843 0.0392 14.6517 4.0000 
-4.0332 -2.8503 -16.3418 -4.0432 -2.8554 -16.3460 0.0200 0.7843 0.7843 0.0392 15.2870 4.0000 
-3.6439 -2.8197 -16.3476 -3.5675 -2.8790 -16.3223 0.0200 0.7843 0.7843 0.0392 15.5312 4.0000 
-3.5675 -2.8790 -16.3223 -3.4930 -2.9438 -16.3061 0.0200 0.7843 0.7843 0.0392 15.5995 4.0000 
-3.4930 -2.9438 -16.3061 -3.4189 -3.0077 -16.2854 0.0200 0.7843 0.7843 0.0392 15.7092 4.0000 
-3.4189 -3.0077 -16.2854 -3.3444 -3.0698 -16.2612 0.0200 0.7843 0.7843 0.0392 16.0170 4.0000 
-3.3444 -3.0698 -16.2612 -3.3273 -3.0842 -16.2550 0.0200 0.7843 0.7843 0.0392 16.7563 4.0000 
-4.0644 -2.7896 -16.0867 -4.1460 -2.7578 -16.1350 0.0200 0.6275 0.5882 0.1176 15.3350 3.0000 
-4.1460 -2.7578 -16.1350 -4.1489 -2.7567 -16.1367 0.0200 0.6275 0.5882 0.1176 15.3378 3.0000 
-4.1489 -2.7567 -16.1367 -4.2295 -2.7246 -16.1865 0.0200 0.6275 0.5882 0.1176 15.4297 3.0000 
-4.2295 -2.7246 -16.1865 -4.3189 -2.6853 -16.2082 0.0200 0.6275 0.5882 0.1176 15.5739 3.0000 
-4.3189 -2.6853 -16.2082 -4.3536 -2.6656 -16.2049 0.0200 0.6275 0.5882 0.1176 15.6657 3.0000 
-4.3536 -2.6656 -16.2049 -4.4376 -2.6244 -16.2047 0.0200 0.6275 0.5882 0.1176 17.0505 3.0000 
-4.1489 -2.7567 -16.1367 -4.1587 -2.6632 -16.1026 0.0200 0.7843 0.7843 0.0392 15.4880 4.0000 
-4.1587 -2.6632 -16.1026 -4.1677 -2.5675 -16.0749 0.0200 0.7843 0.7843 0.0392 15.5788 4.0000 
-4.1677 -2.5675 -16.0749 -4.1844 -2.4694 -16.0648 0.0200 0.7843 0.7843 0.0392 15.7292 4.0000 
-4.1844 -2.4694 -16.0648 -4.2158 -2.3778 -16.0401 0.0200 0.7843 0.7843 0.0392 16.2753 4.0000 
-4.2158 -2.3778 -16.0401 -4.2195 -2.3680 -16.0378 0.0200 0.7843 0.7843 0.0392 17.0378 4.0000 
-4.3536 -2.6656 -16.2049 -4.4089 -2.6857 -16.2858 0.0200 0.7843 0.7843 0.0392 17.1102 4.0000 
-4.4089 -2.6857 -16.2858 -4.4629 -2.7000 -16.3687 0.0200 0.7843 0.7843 0.0392 17.1929 4.0000 
-4.4629 -2.7000 -16.3687 -4.5181 -2.7105 -16.4514 0.0200 0.7843 0.7843 0.0392 17.3282 4.0000 
-4.5181 -2.7105 -16.4514 -4.5643 -2.7178 -16.5398 0.0200 0.7843 0.7843 0.0392 17.7648 4.0000 
-4.5643 -2.7178 -16.5398 -4.5713 -2.7189 -16.5535 0.0200 0.7843 0.7843 0.0392 18.5479 4.0000 
-4.4398 -2.9543 -16.0135 -4.4973 -2.9217 -16.0877 0.0200 0.6275 0.5882 0.1176 17.3896 3.0000 
-4.4973 -2.9217 -16.0877 -4.5545 -2.8828 -16.1599 0.0200 0.6275 0.5882 0.1176 17.4691 3.0000 
-4.5545 -2.8828 -16.1599 -4.6131 -2.8469 -16.2325 0.0200 0.6275 0.5882 0.1176 17.5952 3.0000 
-4.6131 -2.8469 -16.2325 -4.6333 -2.8331 -16.2642 0.0200 0.6275 0.5882 0.1176 17.6769 3.0000 
-4.6333 -2.8331 -16.2642 -4.6595 -2.8188 -16.3475 0.0200 0.6275 0.5882 0.1176 18.8453 3.0000 
-4.4973 -2.9217 -16.0877 -4.5623 -2.9927 -16.1146 0.0200 0.7843 0.7843 0.0392 17.5198 4.0000 
-4.5623 -2.9927 -16.1146 -4.6269 -3.0640 -16.1418 0.0200 0.7843 0.7843 0.0392 17.5998 4.0000 
-4.6269 -3.0640 -16.1418 -4.6958 -3.1282 -16.1753 0.0200 0.7843 0.7843 0.0392 17.7150 4.0000 
-4.6958 -3.1282 -16.1753 -4.7703 -3.1885 -16.2041 0.0200 0.7843 0.7843 0.0392 17.9237 4.0000 
-4.7703 -3.1885 -16.2041 -4.8419 -3.2265 -16.2237 0.0200 0.7843 0.7843 0.0392 19.2873 4.0000 
-4.6333 -2.8331 -16.2642 -4.5807 -2.8205 -16.3483 0.0200 0.7843 0.7843 0.0392 18.9114 4.0000 
-4.5807 -2.8205 -16.3483 -4.5382 -2.8040 -16.4373 0.0200 0.7843 0.7843 0.0392 19.0038 4.0000 
-4.5382 -2.8040 -16.4373 -4.4927 -2.7861 -16.5245 0.0200 0.7843 0.7843 0.0392 19.1585 4.0000 
-4.4927 -2.7861 -16.5245 -4.4547 -2.7647 -16.6145 0.0200 0.7843 0.7843 0.0392 19.8001 4.0000 
-4.4547 -2.7647 -16.6145 -4.4523 -2.7632 -16.6207 0.0200 0.7843 0.7843 0.0392 20.4636 4.0000 
-4.7871 -3.1202 -15.9508 -4.8563 -3.0570 -15.9856 0.0200 0.6275 0.5882 0.1176 20.4834 3.0000 
-4.8563 -3.0570 -15.9856 -4.8656 -3.0492 -15.9901 0.0200 0.6275 0.5882 0.1176 20.4929 3.0000 
-4.8656 -3.0492 -15.9901 -4.9103 -2.9727 -16.0365 0.0200 0.6275 0.5882 0.1176 20.5820 3.0000 
-4.9103 -2.9727 -16.0365 -4.9555 -2.8985 -16.0860 0.0200 0.6275 0.5882 0.1176 20.7196 3.0000 
-4.9555 -2.8985 -16.0860 -4.9713 -2.8685 -16.1072 0.0200 0.6275 0.5882 0.1176 20.8053 3.0000 
-4.9713 -2.8685 -16.1072 -5.0241 -2.8099 -16.1686 0.0200 0.6275 0.5882 0.1176 22.0525 3.0000 
-5.0241 -2.8099 -16.1686 -5.0245 -2.8094 -16.1691 0.0200 0.6275 0.5882 0.1176 22.1907 3.0000 
-4.8656 -3.0492 -15.9901 -4.8411 -2.9787 -16.0566 0.0200 0.7843 0.7843 0.0392 20.6516 4.0000 
-4.8411 -2.9787 -16.0566 -4.8197 -2.9064 -16.1224 0.0200 0.7843 0.7843 0.0392 20.7541 4.0000 
-4.8197 -2.9064 -16.1224 -4.7978 -2.8376 -16.1916 0.0200 0.7843 0.7843 0.0392 20.9596 4.0000 
-4.7978 -2.8376 -16.1916 -4.7853 -2.7955 -16.2343 0.0200 0.7843 0.7843 0.0392 22.0495 4.0000 
-4.9713 -2.8685 -16.1072 -4.9488 -2.7746 -16.0810 0.0200 0.7843 0.7843 0.0392 22.2462 4.0000 
-4.9488 -2.7746 -16.0810 -4.9256 -2.6809 -16.0549 0.0200 0.7843 0.7843 0.0392 22.3235 4.0000 
-4.9256 -2.6809 -16.0549 -4.9028 -2.5871 -16.0288 0.0200 0.7843 0.7843 0.0392 22.4510 4.0000 
-4.9028 -2.5871 -16.0288 -4.8778 -2.4944 -16.0008 0.0200 0.7843 0.7843 0.0392 22.9013 4.0000 
-4.8778 -2.4944 -16.0008 -4.8748 -2.4836 -15.9975 0.0200 0.7843 0.7843 0.0392 23.5694 4.0000 
-0.6207 1.3026 -16.2556 -0.6212 1.3810 -16.3176 0.0300 0.5490 0.4902 0.1569 5.8088 2.0000 
-0.6212 1.3810 -16.3176 -0.6040 1.4645 -16.3700 0.0300 0.5490 0.4902 0.1569 5.8806 2.0000 
-0.6040 1.4645 -16.3700 -0.5895 1.5095 -16.3908 0.0300 0.5490 0.4902 0.1569 5.9181 2.0000 
-0.5895 1.5095 -16.3908 -0.5440 1.5946 -16.4171 0.0300 0.5490 0.4902 0.1569 5.9914 2.0000 
-0.5440 1.5946 -16.4171 -0.4718 1.6527 -16.4546 0.0300 0.5490 0.4902 0.1569 6.0657 2.0000 
-0.4718 1.6527 -16.4546 -0.4048 1.7215 -16.4826 0.0300 0.5490 0.4902 0.1569 6.1411 2.0000 
-0.4048 1.7215 -16.4826 -0.3390 1.7915 -16.5102 0.0300 0.5490 0.4902 0.1569 6.2176 2.0000 
-0.3390 1.7915 -16.5102 -0.2683 1.8623 -16.5073 0.0300 0.5490 0.4902 0.1569 6.2952 2.0000 
-0.2683 1.8623 -16.5073 -0.1934 1.9285 -16.5046 0.0300 0.5490 0.4902 0.1569 6.3740 2.0000 
-0.1934 1.9285 -16.5046 -0.1294 2.0053 -16.5019 0.0300 0.5490 0.4902 0.1569 6.4540 2.0000 
-0.1294 2.0053 -16.5019 -0.1177 2.0185 -16.5016 0.0300 0.5490 0.4902 0.1569 6.4682 2.0000 
-0.1177 2.0185 -16.5016 -0.0513 2.0933 -16.4999 0.0300 0.5490 0.4902 0.1569 6.5496 2.0000 
-0.0513 2.0933 -16.4999 0.0120 2.1707 -16.5004 0.0300 0.5490 0.4902 0.1569 6.6323 2.0000 
0.0120 2.1707 -16.5004 0.0733 2.2497 -16.4994 0.0300 0.5490 0.4902 0.1569 6.7163 2.0000 
0.0733 2.2497 -16.4994 0.1317 2.3307 -16.5051 0.0300 0.5490 0.4902 0.1569 6.8017 2.0000 
0.1317 2.3307 -16.5051 0.1945 2.4084 -16.5077 0.0300 0.5490 0.4902 0.1569 6.8884 2.0000 
0.1945 2.4084 -16.5077 0.2781 2.4627 -16.5003 0.0300 0.5490 0.4902 0.1569 6.9766 2.0000 
0.2781 2.4627 -16.5003 0.2872 2.4689 -16.4994 0.0300 0.5490 0.4902 0.1569 6.9864 2.0000 
0.2872 2.4689 -16.4994 0.3688 2.5263 -16.4933 0.0300 0.5490 0.4902 0.1569 7.0763 2.0000 
0.3688 2.5263 -16.4933 0.4499 2.5845 -16.4867 0.0300 0.5490 0.4902 0.1569 7.1677 2.0000 
0.4499 2.5845 -16.4867 0.5319 2.6415 -16.4827 0.0300 0.5490 0.4902 0.1569 7.2607 2.0000 
0.5319 2.6415 -16.4827 0.6174 2.6931 -16.4894 0.0300 0.5490 0.4902 0.1569 7.3554 2.0000 
0.6174 2.6931 -16.4894 0.6477 2.7164 -16.4912 0.0300 0.5490 0.4902 0.1569 7.3921 2.0000 
0.6477 2.7164 -16.4912 0.7243 2.7806 -16.4933 0.0300 0.5490 0.4902 0.1569 7.4892 2.0000 
0.7243 2.7806 -16.4933 0.8075 2.8357 -16.5003 0.0300 0.5490 0.4902 0.1569 7.5882 2.0000 
0.8075 2.8357 -16.5003 0.8975 2.8761 -16.5169 0.0300 0.5490 0.4902 0.1569 7.6890 2.0000 
0.8975 2.8761 -16.5169 0.9668 2.9098 -16.5161 0.0300 0.5490 0.4902 0.1569 7.7680 2.0000 
0.9668 2.9098 -16.5161 1.0286 2.9885 -16.5170 0.0300 0.5490 0.4902 0.1569 7.8724 2.0000 
1.0286 2.9885 -16.5170 1.0931 3.0648 -16.5171 0.0300 0.5490 0.4902 0.1569 7.9788 2.0000 
1.0931 3.0648 -16.5171 1.1641 3.1331 -16.4999 0.0300 0.5490 0.4902 0.1569 8.0874 2.0000 
1.1641 3.1331 -16.4999 1.2242 3.2130 -16.5024 0.0300 0.5490 0.4902 0.1569 8.1983 2.0000 
1.2242 3.2130 -16.5024 1.2837 3.2934 -16.5014 0.0300 0.5490 0.4902 0.1569 8.3116 2.0000 
1.2837 3.2934 -16.5014 1.2889 3.2999 -16.5009 0.0300 0.5490 0.4902 0.1569 8.3211 2.0000 
1.2889 3.2999 -16.5009 1.3538 3.3670 -16.4649 0.0300 0.5490 0.4902 0.1569 8.4371 2.0000 
1.3538 3.3670 -16.4649 1.4022 3.4359 -16.4110 0.0300 0.5490 0.4902 0.1569 8.5557 2.0000 
1.4022 3.4359 -16.4110 1.4464 3.5065 -16.3557 0.0300 0.5490 0.4902 0.1569 8.6769 2.0000 
1.4464 3.5065 -16.3557 1.4768 3.5798 -16.2947 0.0300 0.5490 0.4902 0.1569 8.8011 2.0000 
1.4768 3.5798 -16.2947 1.5069 3.6516 -16.2321 0.0300 0.5490 0.4902 0.1569 8.9282 2.0000 
1.5069 3.6516 -16.2321 1.5296 3.6990 -16.1891 0.0300 0.5490 0.4902 0.1569 9.0162 2.0000 
1.5296 3.6990 -16.1891 1.5623 3.7657 -16.1222 0.0300 0.5490 0.4902 0.1569 9.1487 2.0000 
1.5623 3.7657 -16.1222 1.5952 3.8429 -16.0678 0.0300 0.5490 0.4902 0.1569 9.2845 2.0000 
1.5952 3.8429 -16.0678 1.6237 3.9300 -16.0277 0.0300 0.5490 0.4902 0.1569 9.4240 2.0000 
1.6237 3.9300 -16.0277 1.6504 4.0172 -15.9868 0.0300 0.5490 0.4902 0.1569 9.5672 2.0000 
1.6504 4.0172 -15.9868 1.6771 4.0994 -15.9363 0.0300 0.5490 0.4902 0.1569 9.7144 2.0000 
1.6771 4.0994 -15.9363 1.6902 4.1356 -15.9186 0.0300 0.5490 0.4902 0.1569 9.7782 2.0000 
1.6902 4.1356 -15.9186 1.7339 4.2142 -15.8749 0.0300 0.5490 0.4902 0.1569 9.9314 2.0000 
1.7339 4.2142 -15.8749 1.7810 4.2981 -15.8474 0.0300 0.5490 0.4902 0.1569 10.0893 2.0000 
1.7810 4.2981 -15.8474 1.8242 4.3804 -15.8106 0.0300 0.5490 0.4902 0.1569 10.2520 2.0000 
1.8242 4.3804 -15.8106 1.8693 4.4667 -15.7875 0.0300 0.5490 0.4902 0.1569 10.4199 2.0000 
1.8693 4.4667 -15.7875 1.9257 4.5468 -15.7677 0.0300 0.5490 0.4902 0.1569 10.5933 2.0000 
1.9257 4.5468 -15.7677 1.9647 4.5967 -15.7539 0.0300 0.5490 0.4902 0.1569 10.7089 2.0000 
1.9647 4.5967 -15.7539 2.0184 4.6786 -15.7336 0.0300 0.5490 0.4902 0.1569 10.8922 2.0000 
2.0184 4.6786 -15.7336 2.0790 4.7540 -15.7082 0.0300 0.5490 0.4902 0.1569 11.0821 2.0000 
2.0790 4.7540 -15.7082 2.1303 4.8387 -15.6943 0.0300 0.5490 0.4902 0.1569 11.2791 2.0000 
2.1303 4.8387 -15.6943 2.1919 4.9170 -15.6859 0.0300 0.5490 0.4902 0.1569 11.4837 2.0000 
2.1919 4.9170 -15.6859 2.2258 4.9572 -15.6864 0.0300 0.5490 0.4902 0.1569 11.5945 2.0000 
2.2258 4.9572 -15.6864 2.2901 5.0320 -15.6697 0.0300 0.5490 0.4902 0.1569 11.8119 2.0000 
2.2901 5.0320 -15.6697 2.3524 5.1102 -15.6689 0.0300 0.5490 0.4902 0.1569 12.0387 2.0000 
2.3524 5.1102 -15.6689 2.4074 5.1937 -15.6672 0.0300 0.5490 0.4902 0.1569 12.2756 2.0000 
2.4074 5.1937 -15.6672 2.4370 5.2892 -15.6646 0.0300 0.5490 0.4902 0.1569 12.5236 2.0000 
2.4370 5.2892 -15.6646 2.4429 5.3144 -15.6651 0.0300 0.5490 0.4902 0.1569 12.5897 2.0000 
2.4429 5.3144 -15.6651 2.4584 5.4126 -15.6544 0.0300 0.5490 0.4902 0.1569 12.8533 2.0000 
2.4584 5.4126 -15.6544 2.4744 5.5107 -15.6432 0.0300 0.5490 0.4902 0.1569 13.1308 2.0000 
2.4744 5.5107 -15.6432 2.4713 5.6103 -15.6353 0.0300 0.5490 0.4902 0.1569 13.4236 2.0000 
2.4713 5.6103 -15.6353 2.4831 5.7093 -15.6284 0.0300 0.5490 0.4902 0.1569 13.7336 2.0000 
2.4831 5.7093 -15.6284 2.4952 5.8084 -15.6214 0.0300 0.5490 0.4902 0.1569 14.0628 2.0000 
2.4952 5.8084 -15.6214 2.5074 5.9074 -15.6147 0.0300 0.5490 0.4902 0.1569 14.4140 2.0000 
2.5074 5.9074 -15.6147 2.5139 5.9495 -15.6139 0.0300 0.5490 0.4902 0.1569 14.5709 2.0000 
2.5139 5.9495 -15.6139 2.5271 6.0485 -15.6091 0.0300 0.5490 0.4902 0.1569 14.9588 2.0000 
2.5271 6.0485 -15.6091 2.5590 6.1415 -15.6272 0.0300 0.5490 0.4902 0.1569 15.3774 2.0000 
2.5590 6.1415 -15.6272 2.5869 6.2366 -15.6409 0.0300 0.5490 0.4902 0.1569 15.8321 2.0000 
2.5869 6.2366 -15.6409 2.6092 6.3074 -15.6518 0.0300 0.5490 0.4902 0.1569 16.2008 2.0000 
2.6092 6.3074 -15.6518 2.6477 6.3995 -15.6558 0.0300 0.5490 0.4902 0.1569 16.7361 2.0000 
2.6477 6.3995 -15.6558 2.6855 6.4920 -15.6600 0.0300 0.5490 0.4902 0.1569 17.3318 2.0000 
2.6855 6.4920 -15.6600 2.7185 6.5863 -15.6555 0.0300 0.5490 0.4902 0.1569 18.0032 2.0000 
2.7185 6.5863 -15.6555 2.7518 6.6806 -15.6527 0.0300 0.5490 0.4902 0.1569 18.7724 2.0000 
